
ZONETOLLRATE,ODPAIRNAME                                        ,  ODPAIRID,STARTZONENAME                                     ,STARTZONEID,INTERVALENDDATETI,CURRENTDATETIME  ,ENDZONENAME                                       , ENDZONEID,CORRIDORN,CORRIDORID                                                                      ,CALULCATEDDATETIM,LINKSTATUS          
        0.00,OPITZ TO JOPLIN RD (619)                          ,      1196,2N-1 SB TP                                        ,     952411,19/07/26 15:00:00,19/07/26 14:55:00,2S-1 SB TP                                        ,    952311,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,OPITZ TO GARRISONVILLE RD (610)                   ,      1197,2N-1 SB TP                                        ,     952411,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 SB TP                                        ,    950011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DALE BLVD TO DUMFRIES (234)                       ,      1198,2N-0 SB TP                                        ,     952401,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 SB TP                                        ,    952401,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DALE BLVD TO QUANTICO                             ,      1199,2N-0 SB TP                                        ,     952401,19/07/26 15:00:00,19/07/26 14:55:00,2S-1 SB TP                                        ,    952311,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DALE BLVD TO GARRISONVILLE RD (610)               ,      1200,2N-0 SB TP                                        ,     952401,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 SB TP                                        ,    950011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DC/PENTAGON/WASH BLVD TO SHIRLINGTON CIRCLE       ,      1201,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,5-3 SB TP                                         ,    955031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DC/PENTAGON/WASH BLVD TO SEMINARY RD              ,      1202,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,5-2 SB TP                                         ,    955021,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DC/PENTAGON/WASH BLVD TO I-395-95                 ,      1203,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,5-1 SB TP                                         ,    955011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        1.85,DC/PENTAGON/WASH BLVD TO I-495                    ,      1204,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,4-1 SB TP                                         ,    954011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DC/PENTAGON/WASH BLVD TO FRANCONIA RD (644)       ,      1205,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,3N-6 SB TP                                        ,    953461,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,DC/PENTAGON/WASH BLVD TO I-95S NR BACKLICK        ,      1206,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,3N-5 SB TP                                        ,    953451,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO FRAN-SPRINGFIELD (289)   ,      1207,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,3N-4 NB TP                                        ,    953441,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        7.45,DC/PENTAGON/WASH BLVD TO US-1                     ,      1208,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,3S-2 SB TP                                        ,    953321,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO GORDON BLVD (123)        ,      1209,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,3S-1 SB TP                                        ,    953311,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO PRINCE WILLIAM PKWY (294),      1210,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,2N-3 SB TP                                        ,    952431,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO I-95 S DALE BLVD         ,      1211,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,2N-2 SB TP                                        ,    952421,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO DUMFRIES RD (234)        ,      1212,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 SB TP                                        ,    952401,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO JOPLIN RD (619)          ,      1213,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,2S-1 SB TP                                        ,    952311,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC/PENTAGON/WASH BLVD TO GARRISONVILLE RD (610)   ,      1214,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 SB TP                                        ,    950011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,SEMINARY RD TO I-395-95                           ,      1215,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,5-1 SB TP                                         ,    955011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        3.60,SEMINARY RD TO I-495                              ,      1216,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,4-1 SB TP                                         ,    954011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.35,SEMINARY RD TO FRANCONIA RD (644)                 ,      1217,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,3N-6 SB TP                                        ,    953461,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,SEMINARY RD TO I-95S NEAR BACKLICK RD             ,      1218,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,3N-5 SB TP                                        ,    953451,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO FRAN-SPRINGFIELD PKWY (289)        ,      1219,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,3N-4 NB TP                                        ,    953441,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        8.40,SEMINARY RD TO US-1                               ,      1220,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,3S-2 SB TP                                        ,    953321,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO GORDON BLVD (123)                  ,      1221,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,3S-1 SB TP                                        ,    953311,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO PRINCE WILLIAM PKWY (294)          ,      1222,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,2N-3 SB TP                                        ,    952431,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO I-95 S NEAR DALE BLVD              ,      1223,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,2N-2 SB TP                                        ,    952421,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO DUMFRIES RD (234)                  ,      1224,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,2N-0 SB TP                                        ,    952401,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO JOPLIN RD (619)                    ,      1225,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,2S-1 SB TP                                        ,    952311,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO GARRISONVILLE RD (610)             ,      1226,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 SB TP                                        ,    950011,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
       30.35,GARRISONVILLE TO SEMINARY RD                      ,      1227,1S-1 NB TP                                        ,     950010,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       32.45,GARRISONVILLE TO WASH BLVD / PENTAGON             ,      1228,1S-1 NB TP                                        ,     950010,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       34.35,GARRISONVILLE TO WASHINGTON DC                    ,      1229,1S-1 NB TP                                        ,     950010,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       23.40,QUANTICO TO SEMINARY RD                           ,      1230,2S-1 NB TP                                        ,     952310,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       25.50,QUANTICO TO WASH BLVD / PENTAGON                  ,      1231,2S-1 NB TP                                        ,     952310,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       27.40,QUANTICO TO WASHINGTON DC                         ,      1232,2S-1 NB TP                                        ,     952310,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       22.45,CARDINAL TO SEMINARY RD                           ,      1233,2N-0 NB TP                                        ,     952400,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       24.55,CARDINAL TO WASH BLVD / PENTAGON                  ,      1234,2N-0 NB TP                                        ,     952400,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       26.45,CARDINAL TO WASHINGTON DC                         ,      1235,2N-0 NB TP                                        ,     952400,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       20.50,OPITZ TO SEMINARY RD                              ,      1236,2N-2 NB TP                                        ,     952420,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       22.60,OPITZ TO WASH BLVD / PENTAGON                     ,      1237,2N-2 NB TP                                        ,     952420,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       24.50,OPITZ TO WASHINGTON DC                            ,      1238,2N-2 NB TP                                        ,     952420,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       19.10,PRINCE WILLIAM TO SEMINARY RD                     ,      1239,                                                  ,     952430,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       21.20,PRINCE WILLIAM TO WASH BLVD / PENTAGON            ,      1240,                                                  ,     952430,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       23.10,PRINCE WILLIAM TO WASHINGTON DC                   ,      1241,                                                  ,     952430,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       17.15,GORDON TO SEMINARY RD                             ,      1242,3S-1 NB TP                                        ,     953310,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       19.25,GORDON TO WASH BLVD / PENTAGON                    ,      1243,3S-1 NB TP                                        ,     953310,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       21.15,GORDON TO WASHINGTON DC                           ,      1244,3S-1 NB TP                                        ,     953310,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       15.55,US 1 TO SEMINARY RD                               ,      1245,3S-2 NB TP                                        ,     953320,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       17.65,US 1 TO WASH BLVD / PENTAGON                      ,      1246,3S-2 NB TP                                        ,     953320,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       19.55,US 1 TO WASHINGTON DC                             ,      1247,3S-2 NB TP                                        ,     953320,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       13.25,LORTON TO SEMINARY RD                             ,      1248,3N-1 NB TP                                        ,     953410,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       15.35,LORTON TO WASH BLVD / PENTAGON                    ,      1249,3N-1 NB TP                                        ,     953410,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       17.25,LORTON TO WASHINGTON DC                           ,      1250,3N-1 NB TP                                        ,     953410,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        9.95,FRAN-SPRINGFIELD PKWY TO SEMINARY RD              ,      1254,3N-4 NB TP                                        ,     953440,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       12.05,FRAN-SPRINGFIELD PKWY TO WASH BLVD / PENTAGON     ,      1255,3N-4 NB TP                                        ,     953440,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       13.95,FRAN-SPRINGFIELD PKWY TO WASHINGTON DC            ,      1256,3N-4 NB TP                                        ,     953440,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        9.80,FAIRFAX PKWY VIA I-95 TO SEMINARY RD              ,      1257,3N-5 NB TP                                        ,     953450,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       11.90,FAIRFAX PKWY  I-95 TO WASH BLVD / PENTAGON        ,      1258,3N-5 NB TP                                        ,     953450,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       13.80,FAIRFAX COUNTY PKWY VIA I-95 TO WASHINGTON DC     ,      1259,3N-5 NB TP                                        ,     953450,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        8.50,FRANCONIA TO SEMINARY RD                          ,      1260,3N-6 NB TP                                        ,     953460,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       10.60,FRANCONIA TO WASH BLVD / PENTAGON                 ,      1261,3N-6 NB TP                                        ,     953460,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       12.50,FRANCONIA TO WASHINGTON DC                        ,      1262,3N-6 NB TP                                        ,     953460,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        3.80,I-495 TO SEMINARY RD                              ,      1263,4-1 NB TP                                         ,     954010,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        6.20,I-495 TO WASH BLVD / PENTAGON                     ,      1264,4-1 NB TP                                         ,     954010,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        8.75,I-495 TO WASHINGTON DC                            ,      1265,4-1 NB TP                                         ,     954010,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        1.85,I-395 N TO SEMINARY RD                            ,      1266,5-1 NB TP                                         ,     955010,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        3.95,I-395 N TO WASH BLVD / PENTAGON                   ,      1267,5-1 NB TP                                         ,     955010,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        5.85,I-395 N TO WASHINGTON DC                          ,      1268,5-1 NB TP                                         ,     955010,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        2.40,SEMINARY RD TO WASH BLVD / PENTAGON               ,      1269,5-2 NB TP                                         ,     955020,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        4.30,SEMINARY RD TO WASHINGTON DC                      ,      1270,5-2 NB TP                                         ,     955020,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        1.95,SHIRLINGTON CIRCLE TO WASH BLVD / PENTAGON        ,      1271,5-3 NB TP                                         ,     955030,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        3.85,SHIRLINGTON CIRCLE TO WASHINGTON DC               ,      1272,5-3 NB TP                                         ,     955030,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        1.90,PENTAGON TO WASHINGTON DC                         ,      1273,5-4 NB TP                                         ,     955040,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NO_DETERMINATION    
       20.55,RT 17 / 95 NB TO GORDON BLVD VIA I-95             ,      1274,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,2N-2 NB                                           ,    952420,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       27.85,RT 17 / 95 NB TO FAIRFAX COUNTY PARKWAY (286)     ,      1275,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,3N-2 NB TP                                        ,    953420,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       27.85,RT 17 / 95 NB TO NEWINGTON                        ,      1276,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,3N-1 NB TP                                        ,    953410,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       29.70,RT 17 / 95 NB TO FRAN-SPRINGFIELD PKWY (289)      ,      1277,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,3N-3 NB TP                                        ,    953430,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       34.10,RT 17 / 95 NB TO I-495                            ,      1278,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,3N-6 NB TP                                        ,    953460,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       37.50,RT 17 / 95 NB TO I-395 N                          ,      1279,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,4-1 NB TP                                         ,    954010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       39.35,RT 17 / 95 NB TO SEMINARY RD                      ,      1280,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       41.45,RT 17 / 95 NB TO WASHINGTON BLVD / PENTAGON       ,      1281,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,5-3 NB TP                                         ,    955030,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       43.35,RT 17 / 95 NB TO WASHINGTON DC                    ,      1282,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,5-4 NB TP                                         ,    955040,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        0.00,OPITZ TO RT 17 / 95 SB                            ,      1283,2N-1 SB TP                                        ,     952411,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,LORTON TO RT 17 / 95 SB                           ,      1284,3S-1 SB TP                                        ,     953311,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,I-95 S / FT BELVOIR TO RT 17 / 95 SB              ,      1285,3N-1 SB TP                                        ,     953411,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,ALBAN TO RT 17 / 95 SB                            ,      1286,3N-2 SB TP                                        ,     953421,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        0.00,FRAN-SPRINGFIELD TO RT 17 / 95 SB                 ,      1287,3N-3 SB TP                                        ,     953431,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        2.45,I-495 TO RT 17 / 95 SB                            ,      1288,3N-6 SB TP                                        ,     953461,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,TURKEYCOCK TO RT 17 / 95 SB                       ,      1289,4-1 SB TP                                         ,     954011,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.95,SEMINARY RD TO RT 17 / 95 SB                      ,      1290,5-1 SB TP                                         ,     955011,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
        5.00,DC / PENTAGON / WASHINGTON BLVD TO RT 17 / 95 SB  ,      1291,5-3 SB TP                                         ,     955031,19/07/26 15:00:00,19/07/26 14:55:00,1S-3 SB TP                                        ,    950031,I-95-SB  ,952                                                                             ,19/07/26 14:50:00,CLOSED              
       13.05,Rt 17 / 95 NB to Russell Rd                       ,      1293,1S-3 NB TP                                        ,     950030,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 NB TP                                        ,    950010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
        7.25,Old Courthouse Rd to Russell Rd                   ,      1294,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,1S-1 NB TP                                        ,    950010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       14.75,Old Courthouse Rd to GORDON BLVD VIA I-95         ,      1295,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,2N-2 NB                                           ,    952420,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       22.05,Old Courthouse Rd to FAIRFAX COUNTY PARKWAY (286) ,      1296,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,3N-2 NB TP                                        ,    953420,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       22.05,Old Courthouse Rd to NEWINGTON                    ,      1297,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,3N-1 NB TP                                        ,    953410,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       23.90,Old Courthouse Rd to FRAN-SPRINGFIELD PKWY (289)  ,      1298,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,3N-3 NB TP                                        ,    953430,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       28.30,Old Courthouse Rd to I-495                        ,      1299,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,3N-6 NB TP                                        ,    953460,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       31.70,Old Courthouse Rd to I-395 N                      ,      1300,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,4-1 NB TP                                         ,    954010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
       33.55,Old Courthouse Rd to Seminary Rd                  ,      1301,1S-2 NB TP                                        ,     950020,19/07/26 15:00:00,19/07/26 14:55:00,5-1 NB TP                                         ,    955010,I-95-NB  ,951                                                                             ,19/07/26 14:50:00,NORTHBOUND_OPEN     
